contador,fecha,hora,temperatura_ambiente,temperatura_lata
507,20-6-2019,15:45:30,39.10,38.25
508,20-6-2019,15:45:32,39.10,38.31
509,20-6-2019,15:45:34,39.10,38.31
510,20-6-2019,15:45:36,39.10,38.31
511,20-6-2019,15:45:37,39.10,38.31
512,20-6-2019,15:45:39,38.61,38.31
513,20-6-2019,15:45:41,38.61,38.31
514,20-6-2019,15:45:43,38.61,38.31
515,20-6-2019,15:45:45,38.61,38.31
516,20-6-2019,15:45:47,38.61,38.31
517,20-6-2019,15:45:48,39.10,38.31
518,20-6-2019,15:45:50,39.10,38.31
519,20-6-2019,15:45:52,39.10,38.31
520,20-6-2019,15:45:54,38.61,38.38
521,20-6-2019,15:45:56,39.10,38.38
522,20-6-2019,15:45:57,39.10,38.38
523,20-6-2019,15:45:59,39.10,38.38
524,20-6-2019,15:46:1,39.10,38.38
525,20-6-2019,15:46:3,39.10,38.38
526,20-6-2019,15:46:5,39.10,38.38
527,20-6-2019,15:46:6,39.10,38.38
528,20-6-2019,15:46:8,39.10,38.38
529,20-6-2019,15:46:10,39.10,38.44
530,20-6-2019,15:46:12,39.10,38.44
531,20-6-2019,15:46:14,39.10,38.38
532,20-6-2019,15:46:15,39.10,38.44
533,20-6-2019,15:46:17,39.59,38.44
534,20-6-2019,15:46:19,39.59,38.44
535,20-6-2019,15:46:21,39.59,38.44
536,20-6-2019,15:46:23,39.59,38.44
537,20-6-2019,15:46:24,40.08,38.44
538,20-6-2019,15:46:26,39.59,38.44
539,20-6-2019,15:46:28,40.08,38.44
540,20-6-2019,15:46:30,39.59,38.44
541,20-6-2019,15:46:32,40.08,38.44
542,20-6-2019,15:46:33,40.08,38.44
543,20-6-2019,15:46:35,40.57,38.50
544,20-6-2019,15:46:37,40.57,38.50
545,20-6-2019,15:46:39,40.57,38.50
546,20-6-2019,15:46:41,40.08,38.50
547,20-6-2019,15:46:42,40.57,38.50
548,20-6-2019,15:46:44,40.57,38.50
549,20-6-2019,15:46:46,40.57,38.50
550,20-6-2019,15:46:48,40.57,38.50
551,20-6-2019,15:46:50,40.57,38.50
552,20-6-2019,15:46:51,40.57,38.50
553,20-6-2019,15:46:53,40.57,38.50
554,20-6-2019,15:46:55,41.06,38.56
555,20-6-2019,15:46:57,41.06,38.56
556,20-6-2019,15:46:59,40.57,38.56
557,20-6-2019,15:47:1,40.57,38.56
558,20-6-2019,15:47:2,40.57,38.56
559,20-6-2019,15:47:4,40.57,38.56
560,20-6-2019,15:47:6,40.57,38.56
561,20-6-2019,15:47:8,40.57,38.56
562,20-6-2019,15:47:10,40.57,38.56
563,20-6-2019,15:47:11,40.57,38.56
564,20-6-2019,15:47:13,40.08,38.56
565,20-6-2019,15:47:15,40.08,38.56
566,20-6-2019,15:47:17,40.08,38.56
567,20-6-2019,15:47:19,40.08,38.56
568,20-6-2019,15:47:20,40.08,38.63
569,20-6-2019,15:47:22,39.59,38.63
570,20-6-2019,15:47:24,40.08,38.56
571,20-6-2019,15:47:26,39.59,38.63
572,20-6-2019,15:47:28,40.08,38.63
573,20-6-2019,15:47:29,39.59,38.63
574,20-6-2019,15:47:31,39.59,38.63
575,20-6-2019,15:47:33,39.59,38.63
576,20-6-2019,15:47:35,39.10,38.63
577,20-6-2019,15:47:37,39.59,38.63
578,20-6-2019,15:47:38,39.59,38.63
579,20-6-2019,15:47:40,39.10,38.63
580,20-6-2019,15:47:42,39.10,38.63
581,20-6-2019,15:47:44,39.10,38.69
582,20-6-2019,15:47:46,39.10,38.69
583,20-6-2019,15:47:47,39.10,38.69
584,20-6-2019,15:47:49,39.10,38.69
585,20-6-2019,15:47:51,39.10,38.69
586,20-6-2019,15:47:53,39.10,38.69
587,20-6-2019,15:47:55,39.10,38.69
588,20-6-2019,15:47:56,39.10,38.69
589,20-6-2019,15:47:58,39.59,38.69
590,20-6-2019,15:48:0,39.10,38.69
591,20-6-2019,15:48:2,39.59,38.69
592,20-6-2019,15:48:4,39.59,38.69
593,20-6-2019,15:48:6,39.59,38.69
594,20-6-2019,15:48:7,39.59,38.69
595,20-6-2019,15:48:9,39.59,38.75
596,20-6-2019,15:48:11,39.10,38.69
597,20-6-2019,15:48:13,39.10,38.75
598,20-6-2019,15:48:15,39.10,38.75
599,20-6-2019,15:48:16,39.10,38.75
600,20-6-2019,15:48:18,39.10,38.75
601,20-6-2019,15:48:20,39.10,38.75
602,20-6-2019,15:48:22,39.10,38.75
603,20-6-2019,15:48:24,38.61,38.75
604,20-6-2019,15:48:25,39.10,38.75
605,20-6-2019,15:48:27,38.61,38.75
606,20-6-2019,15:48:29,38.61,38.75
607,20-6-2019,15:48:31,38.61,38.81
608,20-6-2019,15:48:33,38.61,38.81
609,20-6-2019,15:48:34,38.61,38.81
610,20-6-2019,15:48:36,38.61,38.81
611,20-6-2019,15:48:38,38.61,38.81
612,20-6-2019,15:48:40,38.61,38.81
613,20-6-2019,15:48:42,38.61,38.81
614,20-6-2019,15:48:43,38.61,38.81
615,20-6-2019,15:48:45,38.61,38.88
616,20-6-2019,15:48:47,38.61,38.88
617,20-6-2019,15:48:49,39.10,38.88
618,20-6-2019,15:48:51,38.61,38.88
619,20-6-2019,15:48:52,39.10,38.88
620,20-6-2019,15:48:54,39.10,38.88
621,20-6-2019,15:48:56,39.10,38.94
622,20-6-2019,15:48:58,39.10,38.94
623,20-6-2019,15:49:0,38.61,38.94
624,20-6-2019,15:49:1,39.10,38.94
625,20-6-2019,15:49:3,38.61,38.94
626,20-6-2019,15:49:5,39.10,38.94
627,20-6-2019,15:49:7,39.10,38.94
628,20-6-2019,15:49:9,39.10,38.94
629,20-6-2019,15:49:11,39.10,38.94
630,20-6-2019,15:49:12,39.10,39.00
631,20-6-2019,15:49:14,39.10,39.00
632,20-6-2019,15:49:16,39.10,38.94
633,20-6-2019,15:49:18,39.10,38.94
634,20-6-2019,15:49:20,39.10,38.94
635,20-6-2019,15:49:21,39.10,39.00
636,20-6-2019,15:49:23,39.59,39.00
637,20-6-2019,15:49:25,39.10,39.00
638,20-6-2019,15:49:27,39.59,39.00
639,20-6-2019,15:49:29,39.59,39.00
640,20-6-2019,15:49:30,39.59,39.00
641,20-6-2019,15:49:32,39.10,39.00
642,20-6-2019,15:49:34,39.10,39.00
643,20-6-2019,15:49:36,39.10,39.00
644,20-6-2019,15:49:38,39.10,39.00
645,20-6-2019,15:49:39,39.10,39.00
646,20-6-2019,15:49:41,38.61,39.00
647,20-6-2019,15:49:43,38.61,39.00
648,20-6-2019,15:49:45,38.61,39.00
649,20-6-2019,15:49:47,38.61,39.00
650,20-6-2019,15:49:48,38.61,39.06
651,20-6-2019,15:49:50,38.61,39.06
652,20-6-2019,15:49:52,38.61,39.06
653,20-6-2019,15:49:54,38.61,39.06
654,20-6-2019,15:49:56,38.61,39.06
655,20-6-2019,15:49:57,38.61,39.06
656,20-6-2019,15:49:59,38.61,39.06
657,20-6-2019,15:50:1,38.61,39.06
658,20-6-2019,15:50:3,38.61,39.06
659,20-6-2019,15:50:5,38.61,39.13
660,20-6-2019,15:50:6,38.61,39.13
661,20-6-2019,15:50:8,39.10,39.13
662,20-6-2019,15:50:10,38.61,39.13
663,20-6-2019,15:50:12,39.10,39.13
664,20-6-2019,15:50:14,38.61,39.13
665,20-6-2019,15:50:16,38.61,39.13
666,20-6-2019,15:50:17,39.10,39.13
667,20-6-2019,15:50:19,39.10,39.13
668,20-6-2019,15:50:21,39.10,39.19
669,20-6-2019,15:50:23,39.10,39.19
670,20-6-2019,15:50:25,39.10,39.19
671,20-6-2019,15:50:26,39.10,39.19
672,20-6-2019,15:50:28,39.10,39.19
673,20-6-2019,15:50:30,39.59,39.19
674,20-6-2019,15:50:32,39.59,39.19
675,20-6-2019,15:50:34,39.59,39.19
676,20-6-2019,15:50:35,39.59,39.19
677,20-6-2019,15:50:37,39.10,39.19
678,20-6-2019,15:50:39,39.59,39.19
679,20-6-2019,15:50:41,39.59,39.19
680,20-6-2019,15:50:43,39.59,39.19
681,20-6-2019,15:50:44,39.59,39.19
682,20-6-2019,15:50:46,39.59,39.25
683,20-6-2019,15:50:48,39.59,39.25
684,20-6-2019,15:50:50,39.59,39.25
685,20-6-2019,15:50:52,39.59,39.25
686,20-6-2019,15:50:53,39.59,39.25
687,20-6-2019,15:50:55,39.59,39.25
688,20-6-2019,15:50:57,39.59,39.25
689,20-6-2019,15:50:59,39.10,39.25
690,20-6-2019,15:51:1,39.59,39.25
691,20-6-2019,15:51:2,39.10,39.25
692,20-6-2019,15:51:4,39.10,39.25
693,20-6-2019,15:51:6,39.10,39.25
694,20-6-2019,15:51:8,39.10,39.25
695,20-6-2019,15:51:10,39.10,39.25
696,20-6-2019,15:51:11,39.10,39.19
697,20-6-2019,15:51:13,39.10,39.25
698,20-6-2019,15:51:15,39.10,39.25
699,20-6-2019,15:51:17,39.10,39.25
700,20-6-2019,15:51:19,38.61,39.25
701,20-6-2019,15:51:20,38.61,39.25
702,20-6-2019,15:51:22,38.61,39.25
703,20-6-2019,15:51:24,39.10,39.25
704,20-6-2019,15:51:26,38.61,39.25
705,20-6-2019,15:51:28,39.10,39.25
706,20-6-2019,15:51:30,39.10,39.31
707,20-6-2019,15:51:31,39.10,39.31
708,20-6-2019,15:51:33,39.10,39.31
709,20-6-2019,15:51:35,39.10,39.31
710,20-6-2019,15:51:37,39.10,39.31
711,20-6-2019,15:51:39,39.10,39.31
712,20-6-2019,15:51:40,38.61,39.31
713,20-6-2019,15:51:42,39.10,39.31
714,20-6-2019,15:51:44,38.61,39.31
715,20-6-2019,15:51:46,39.10,39.31
716,20-6-2019,15:51:48,39.10,39.31
717,20-6-2019,15:51:49,38.61,39.31
718,20-6-2019,15:51:51,38.61,39.31
719,20-6-2019,15:51:53,38.61,39.31
720,20-6-2019,15:51:55,39.10,39.31
721,20-6-2019,15:51:57,39.10,39.31
722,20-6-2019,15:51:58,38.61,39.31
723,20-6-2019,15:52:0,38.61,39.31
724,20-6-2019,15:52:2,39.10,39.31
725,20-6-2019,15:52:4,38.61,39.31
726,20-6-2019,15:52:6,38.61,39.31
727,20-6-2019,15:52:7,38.61,39.31
728,20-6-2019,15:52:9,39.10,39.31
729,20-6-2019,15:52:11,38.61,39.31
730,20-6-2019,15:52:13,38.61,39.31
731,20-6-2019,15:52:15,39.10,39.31
732,20-6-2019,15:52:16,39.10,39.31
733,20-6-2019,15:52:18,38.61,39.31
734,20-6-2019,15:52:20,38.61,39.31
735,20-6-2019,15:52:22,39.10,39.31
736,20-6-2019,15:52:24,39.10,39.31
737,20-6-2019,15:52:26,39.10,39.31
738,20-6-2019,15:52:27,39.10,39.31
739,20-6-2019,15:52:29,38.61,39.38
740,20-6-2019,15:52:31,38.61,39.31
741,20-6-2019,15:52:33,38.61,39.38
742,20-6-2019,15:52:35,38.61,39.38
743,20-6-2019,15:52:36,38.61,39.38
744,20-6-2019,15:52:38,39.10,39.38
745,20-6-2019,15:52:40,39.10,39.38
746,20-6-2019,15:52:42,38.61,39.38
747,20-6-2019,15:52:44,39.10,39.38
748,20-6-2019,15:52:45,38.61,39.38
749,20-6-2019,15:52:47,39.10,39.44
750,20-6-2019,15:52:49,39.10,39.44
751,20-6-2019,15:52:51,39.10,39.44
752,20-6-2019,15:52:53,39.10,39.44
753,20-6-2019,15:52:54,39.10,39.44
754,20-6-2019,15:52:56,39.10,39.44
755,20-6-2019,15:52:58,39.59,39.44
756,20-6-2019,15:53:0,39.10,39.44
757,20-6-2019,15:53:2,39.59,39.44
758,20-6-2019,15:53:3,39.59,39.44
759,20-6-2019,15:53:5,39.59,39.44
760,20-6-2019,15:53:7,39.59,39.50
761,20-6-2019,15:53:9,39.59,39.50
762,20-6-2019,15:53:11,39.10,39.44
763,20-6-2019,15:53:12,39.10,39.44
764,20-6-2019,15:53:14,39.10,39.44
765,20-6-2019,15:53:16,39.10,39.44
766,20-6-2019,15:53:18,38.61,39.44
767,20-6-2019,15:53:20,39.10,39.44
768,20-6-2019,15:53:21,39.10,39.44
769,20-6-2019,15:53:23,39.10,39.44
770,20-6-2019,15:53:25,39.10,39.50
771,20-6-2019,15:53:27,39.10,39.50
772,20-6-2019,15:53:29,39.10,39.44
773,20-6-2019,15:53:30,39.10,39.50
774,20-6-2019,15:53:32,39.10,39.50
775,20-6-2019,15:53:34,39.10,39.50
776,20-6-2019,15:53:36,39.10,39.50
777,20-6-2019,15:53:38,38.61,39.50
778,20-6-2019,15:53:40,39.10,39.50
779,20-6-2019,15:53:41,38.61,39.50
780,20-6-2019,15:53:43,38.61,39.50
781,20-6-2019,15:53:45,38.61,39.50
782,20-6-2019,15:53:47,38.61,39.50
783,20-6-2019,15:53:49,38.61,39.50
784,20-6-2019,15:53:50,38.12,39.50
785,20-6-2019,15:53:52,38.12,39.50
786,20-6-2019,15:53:54,38.12,39.50
787,20-6-2019,15:53:56,38.61,39.50
788,20-6-2019,15:53:58,38.12,39.50
789,20-6-2019,15:53:59,38.12,39.50
790,20-6-2019,15:54:1,38.12,39.50
791,20-6-2019,15:54:3,38.12,39.50
792,20-6-2019,15:54:5,38.12,39.50
793,20-6-2019,15:54:7,38.61,39.50
794,20-6-2019,15:54:8,38.61,39.56
795,20-6-2019,15:54:10,38.12,39.56
796,20-6-2019,15:54:12,38.61,39.56
797,20-6-2019,15:54:14,38.61,39.50
798,20-6-2019,15:54:16,38.61,39.50
799,20-6-2019,15:54:17,38.61,39.56
800,20-6-2019,15:54:19,38.61,39.56
801,20-6-2019,15:54:21,38.61,39.56
802,20-6-2019,15:54:23,38.61,39.56
803,20-6-2019,15:54:25,38.61,39.56
804,20-6-2019,15:54:26,38.12,39.56
805,20-6-2019,15:54:28,38.12,39.56
806,20-6-2019,15:54:30,38.12,39.56
807,20-6-2019,15:54:32,38.61,39.56
808,20-6-2019,15:54:34,38.12,39.56
809,20-6-2019,15:54:35,38.12,39.56
810,20-6-2019,15:54:37,38.12,39.56
811,20-6-2019,15:54:39,38.12,39.56
812,20-6-2019,15:54:41,38.12,39.56
813,20-6-2019,15:54:43,38.12,39.56
814,20-6-2019,15:54:44,38.12,39.56
815,20-6-2019,15:54:46,38.12,39.56
816,20-6-2019,15:54:48,38.12,39.56
817,20-6-2019,15:54:50,38.12,39.56
818,20-6-2019,15:54:52,38.12,39.56
819,20-6-2019,15:54:54,38.12,39.56
820,20-6-2019,15:54:55,38.61,39.63
821,20-6-2019,15:54:57,38.12,39.63
822,20-6-2019,15:54:59,38.61,39.63
823,20-6-2019,15:55:1,38.61,39.56
824,20-6-2019,15:55:3,38.61,39.56
825,20-6-2019,15:55:4,38.61,39.63
826,20-6-2019,15:55:6,38.61,39.63
827,20-6-2019,15:55:8,39.10,39.63
828,20-6-2019,15:55:10,39.10,39.63
829,20-6-2019,15:55:12,38.61,39.63
830,20-6-2019,15:55:14,39.10,39.63
831,20-6-2019,15:55:16,39.10,39.69
832,20-6-2019,15:55:17,39.10,39.69
833,20-6-2019,15:55:19,39.10,39.69
834,20-6-2019,15:55:21,39.10,39.69
835,20-6-2019,15:55:23,39.10,39.69
836,20-6-2019,15:55:25,39.10,39.69
837,20-6-2019,15:55:26,39.10,39.69
838,20-6-2019,15:55:28,39.10,39.69
839,20-6-2019,15:55:30,39.10,39.69
840,20-6-2019,15:55:32,38.61,39.69
841,20-6-2019,15:55:34,38.61,39.69
842,20-6-2019,15:55:35,38.61,39.69
843,20-6-2019,15:55:37,38.61,39.69
844,20-6-2019,15:55:39,38.61,39.69
845,20-6-2019,15:55:41,38.61,39.69
846,20-6-2019,15:55:43,38.61,39.69
847,20-6-2019,15:55:44,38.61,39.69
848,20-6-2019,15:55:46,38.61,39.69
849,20-6-2019,15:55:48,38.61,39.69
850,20-6-2019,15:55:50,38.61,39.69
851,20-6-2019,15:55:52,38.61,39.69
852,20-6-2019,15:55:53,38.61,39.69
853,20-6-2019,15:55:55,38.61,39.69
854,20-6-2019,15:55:57,38.61,39.69
855,20-6-2019,15:55:59,38.61,39.69
856,20-6-2019,15:56:1,38.61,39.69
857,20-6-2019,15:56:3,38.61,39.69
858,20-6-2019,15:56:4,38.61,39.69
859,20-6-2019,15:56:6,38.61,39.69
860,20-6-2019,15:56:8,38.61,39.69
861,20-6-2019,15:56:10,38.61,39.69
862,20-6-2019,15:56:12,38.61,39.69
863,20-6-2019,15:56:13,38.61,39.69
864,20-6-2019,15:56:15,38.61,39.69
865,20-6-2019,15:56:17,38.61,39.69
866,20-6-2019,15:56:19,38.12,39.69
867,20-6-2019,15:56:21,38.12,39.69
868,20-6-2019,15:56:22,38.12,39.69
869,20-6-2019,15:56:24,38.61,39.69
870,20-6-2019,15:56:26,38.12,39.69
871,20-6-2019,15:56:28,38.61,39.75
872,20-6-2019,15:56:30,38.12,39.75
873,20-6-2019,15:56:31,38.61,39.75
874,20-6-2019,15:56:33,38.61,39.75
875,20-6-2019,15:56:35,38.12,39.75
876,20-6-2019,15:56:37,38.12,39.75
877,20-6-2019,15:56:39,38.12,39.75
878,20-6-2019,15:56:40,38.12,39.75
879,20-6-2019,15:56:42,38.12,39.75
880,20-6-2019,15:56:44,38.12,39.75
881,20-6-2019,15:56:46,38.12,39.75
882,20-6-2019,15:56:48,38.12,39.75
883,20-6-2019,15:56:50,38.12,39.75
884,20-6-2019,15:56:51,38.12,39.75
885,20-6-2019,15:56:53,38.12,39.75
886,20-6-2019,15:56:55,38.12,39.75
887,20-6-2019,15:56:57,38.12,39.75
888,20-6-2019,15:56:59,38.12,39.75
889,20-6-2019,15:57:0,38.12,39.75
890,20-6-2019,15:57:2,38.12,39.75
891,20-6-2019,15:57:4,37.63,39.81
892,20-6-2019,15:57:6,37.63,39.75
893,20-6-2019,15:57:8,38.12,39.75
894,20-6-2019,15:57:9,38.12,39.81
895,20-6-2019,15:57:11,37.63,39.75
896,20-6-2019,15:57:13,37.63,39.75
897,20-6-2019,15:57:15,38.12,39.81
898,20-6-2019,15:57:17,37.63,39.75
899,20-6-2019,15:57:18,37.63,39.81
900,20-6-2019,15:57:20,37.63,39.75
901,20-6-2019,15:57:22,37.63,39.75
902,20-6-2019,15:57:24,37.63,39.75
903,20-6-2019,15:57:26,37.63,39.75
904,20-6-2019,15:57:27,37.63,39.75
905,20-6-2019,15:57:29,37.63,39.75
906,20-6-2019,15:57:31,37.63,39.81
907,20-6-2019,15:57:33,37.63,39.75
908,20-6-2019,15:57:35,37.63,39.75
909,20-6-2019,15:57:37,37.63,39.75
910,20-6-2019,15:57:38,37.63,39.81
911,20-6-2019,15:57:40,37.63,39.81
912,20-6-2019,15:57:42,37.63,39.81
913,20-6-2019,15:57:44,37.63,39.75
914,20-6-2019,15:57:46,37.63,39.81
915,20-6-2019,15:57:47,37.63,39.81
916,20-6-2019,15:57:49,37.63,39.81
917,20-6-2019,15:57:51,37.63,39.81
918,20-6-2019,15:57:53,37.63,39.81
919,20-6-2019,15:57:55,37.63,39.81
920,20-6-2019,15:57:56,37.63,39.81
921,20-6-2019,15:57:58,37.63,39.81
922,20-6-2019,15:58:0,37.63,39.81
923,20-6-2019,15:58:2,37.63,39.81
924,20-6-2019,15:58:4,37.63,39.81
925,20-6-2019,15:58:5,37.15,39.81
926,20-6-2019,15:58:7,37.63,39.81
927,20-6-2019,15:58:9,37.63,39.81
928,20-6-2019,15:58:11,37.63,39.81
929,20-6-2019,15:58:13,37.63,39.81
930,20-6-2019,15:58:14,37.63,39.81
931,20-6-2019,15:58:16,37.63,39.81
932,20-6-2019,15:58:18,37.63,39.81
933,20-6-2019,15:58:20,37.63,39.81
934,20-6-2019,15:58:22,37.63,39.81
935,20-6-2019,15:58:24,37.63,39.81
936,20-6-2019,15:58:25,37.63,39.81
937,20-6-2019,15:58:27,37.63,39.81
938,20-6-2019,15:58:29,37.63,39.81
939,20-6-2019,15:58:31,37.63,39.81
940,20-6-2019,15:58:33,37.15,39.81
941,20-6-2019,15:58:34,37.63,39.81
942,20-6-2019,15:58:36,37.63,39.81
943,20-6-2019,15:58:38,37.63,39.81
944,20-6-2019,15:58:40,37.63,39.81
945,20-6-2019,15:58:42,38.12,39.81
946,20-6-2019,15:58:43,37.63,39.81
947,20-6-2019,15:58:45,38.12,39.81
948,20-6-2019,15:58:47,38.12,39.81
949,20-6-2019,15:58:49,38.12,39.81
950,20-6-2019,15:58:51,38.12,39.81
951,20-6-2019,15:58:52,38.12,39.81
952,20-6-2019,15:58:54,38.12,39.81
953,20-6-2019,15:58:56,38.12,39.81
954,20-6-2019,15:58:58,38.12,39.81
955,20-6-2019,15:59:0,37.63,39.81
956,20-6-2019,15:59:2,38.12,39.81
957,20-6-2019,15:59:3,38.12,39.81
958,20-6-2019,15:59:5,38.12,39.81
959,20-6-2019,15:59:7,38.12,39.81
960,20-6-2019,15:59:9,38.12,39.81
961,20-6-2019,15:59:11,38.12,39.81
962,20-6-2019,15:59:12,38.12,39.81
963,20-6-2019,15:59:14,37.63,39.81
964,20-6-2019,15:59:16,38.12,39.81
965,20-6-2019,15:59:18,38.12,39.81
966,20-6-2019,15:59:20,37.63,39.81
967,20-6-2019,15:59:21,38.12,39.88
968,20-6-2019,15:59:23,38.12,39.88
969,20-6-2019,15:59:25,37.63,39.81
970,20-6-2019,15:59:27,37.63,39.88
971,20-6-2019,15:59:29,37.63,39.88
972,20-6-2019,15:59:30,37.63,39.88
973,20-6-2019,15:59:32,38.12,39.88
974,20-6-2019,15:59:34,38.12,39.88
975,20-6-2019,15:59:36,37.63,39.88
976,20-6-2019,15:59:38,37.63,39.88
977,20-6-2019,15:59:39,37.63,39.88
978,20-6-2019,15:59:41,38.12,39.88
979,20-6-2019,15:59:43,37.63,39.88
980,20-6-2019,15:59:45,37.63,39.88
981,20-6-2019,15:59:47,37.63,39.88
982,20-6-2019,15:59:49,37.63,39.88
983,20-6-2019,15:59:50,37.63,39.88
984,20-6-2019,15:59:52,37.63,39.88
985,20-6-2019,15:59:54,37.63,39.88
986,20-6-2019,15:59:56,37.63,39.88
987,20-6-2019,15:59:58,38.12,39.88
988,20-6-2019,15:59:59,38.12,39.88
989,20-6-2019,16:0:1,38.12,39.88
990,20-6-2019,16:0:3,38.12,39.88
991,20-6-2019,16:0:5,38.12,39.88
992,20-6-2019,16:0:7,38.12,39.88
993,20-6-2019,16:0:8,38.12,39.88
994,20-6-2019,16:0:10,38.12,39.88
995,20-6-2019,16:0:12,38.61,39.88
996,20-6-2019,16:0:14,38.12,39.88
997,20-6-2019,16:0:16,38.61,39.88
998,20-6-2019,16:0:17,38.61,39.88
999,20-6-2019,16:0:19,38.61,39.88
1000,20-6-2019,16:0:21,38.61,39.88
1001,20-6-2019,16:0:23,38.61,39.88
1002,20-6-2019,16:0:25,38.61,39.94
1003,20-6-2019,16:0:26,38.61,39.94
1004,20-6-2019,16:0:28,38.61,39.94
1005,20-6-2019,16:0:30,38.61,39.94
1006,20-6-2019,16:0:32,38.61,39.94
1007,20-6-2019,16:0:34,38.61,39.94
1008,20-6-2019,16:0:35,38.61,39.94
1009,20-6-2019,16:0:37,38.61,39.94
1010,20-6-2019,16:0:39,38.61,39.94
1011,20-6-2019,16:0:41,38.61,39.94
1012,20-6-2019,16:0:43,38.61,39.94
1013,20-6-2019,16:0:45,38.61,39.94
1014,20-6-2019,16:0:46,38.61,39.94
1015,20-6-2019,16:0:48,38.61,39.94
1016,20-6-2019,16:0:50,38.61,39.94
1017,20-6-2019,16:0:52,38.61,39.94
1018,20-6-2019,16:0:54,38.12,39.94
1019,20-6-2019,16:0:55,38.12,39.94
1020,20-6-2019,16:0:57,38.12,39.94
1021,20-6-2019,16:0:59,38.12,39.94
1022,20-6-2019,16:1:1,38.12,39.88
1023,20-6-2019,16:1:3,38.12,39.88
1024,20-6-2019,16:1:4,37.63,39.94
1025,20-6-2019,16:1:6,38.12,39.88
1026,20-6-2019,16:1:8,38.12,39.88
1027,20-6-2019,16:1:10,38.12,39.94
1028,20-6-2019,16:1:12,38.12,39.88
1029,20-6-2019,16:1:13,38.12,39.88
1030,20-6-2019,16:1:15,37.63,39.88
1031,20-6-2019,16:1:17,38.12,39.88
1032,20-6-2019,16:1:19,38.12,39.88
1033,20-6-2019,16:1:21,38.12,39.88
1034,20-6-2019,16:1:22,37.63,39.88
1035,20-6-2019,16:1:24,37.63,39.88
1036,20-6-2019,16:1:26,37.63,39.88
1037,20-6-2019,16:1:28,37.63,39.94
1038,20-6-2019,16:1:30,38.12,39.88
1039,20-6-2019,16:1:32,37.63,39.88
1040,20-6-2019,16:1:33,37.63,39.94
1041,20-6-2019,16:1:35,37.63,39.94
1042,20-6-2019,16:1:37,37.63,39.94
1043,20-6-2019,16:1:39,37.63,39.94
1044,20-6-2019,16:1:41,37.63,39.94
1045,20-6-2019,16:1:42,37.63,39.94
1046,20-6-2019,16:1:44,37.63,39.94
1047,20-6-2019,16:1:46,37.63,39.94
1048,20-6-2019,16:1:48,37.63,39.94
1049,20-6-2019,16:1:50,37.63,39.94
1050,20-6-2019,16:1:51,37.63,39.94
1051,20-6-2019,16:1:53,37.63,39.94
1052,20-6-2019,16:1:55,37.63,39.94
1053,20-6-2019,16:1:57,37.63,39.94
1054,20-6-2019,16:1:59,38.12,39.94
1055,20-6-2019,16:2:0,38.12,39.94
1056,20-6-2019,16:2:2,38.12,40.00
1057,20-6-2019,16:2:4,38.12,40.00
1058,20-6-2019,16:2:6,38.61,40.00
1059,20-6-2019,16:2:8,38.12,40.00
1060,20-6-2019,16:2:10,38.61,40.00
1061,20-6-2019,16:2:11,38.61,40.00
1062,20-6-2019,16:2:13,38.61,39.94
1063,20-6-2019,16:2:15,38.61,40.00
1064,20-6-2019,16:2:17,38.61,40.00
1065,20-6-2019,16:2:19,38.61,40.00
1066,20-6-2019,16:2:20,38.61,40.00
1067,20-6-2019,16:2:22,38.61,40.00
1068,20-6-2019,16:2:24,38.61,40.00
1069,20-6-2019,16:2:26,38.61,39.94
1070,20-6-2019,16:2:28,39.10,40.00
1071,20-6-2019,16:2:29,39.10,40.00
1072,20-6-2019,16:2:31,39.10,40.00
1073,20-6-2019,16:2:33,39.10,40.00
1074,20-6-2019,16:2:35,39.10,40.00
1075,20-6-2019,16:2:37,39.10,40.00
1076,20-6-2019,16:2:38,39.10,40.00
1077,20-6-2019,16:2:40,39.10,40.00
1078,20-6-2019,16:2:42,38.61,40.00
1079,20-6-2019,16:2:44,38.61,40.00
1080,20-6-2019,16:2:46,38.61,40.00
1081,20-6-2019,16:2:47,38.61,40.00
1082,20-6-2019,16:2:49,38.61,40.00
1083,20-6-2019,16:2:51,38.12,40.00
1084,20-6-2019,16:2:53,38.12,40.00
1085,20-6-2019,16:2:55,38.12,40.00
1086,20-6-2019,16:2:57,38.61,40.00
1087,20-6-2019,16:2:58,38.12,40.00
1088,20-6-2019,16:3:0,38.12,40.00
1089,20-6-2019,16:3:2,38.12,40.00
1090,20-6-2019,16:3:4,38.12,40.00
1091,20-6-2019,16:3:6,37.63,40.00
1092,20-6-2019,16:3:7,37.63,40.00
1093,20-6-2019,16:3:9,37.63,39.94
1094,20-6-2019,16:3:11,37.63,39.94
1095,20-6-2019,16:3:13,37.63,39.94
1096,20-6-2019,16:3:15,38.12,39.94
1097,20-6-2019,16:3:16,38.12,39.94
1098,20-6-2019,16:3:18,38.12,39.94
1099,20-6-2019,16:3:20,38.12,40.00
1100,20-6-2019,16:3:22,38.12,40.00
1101,20-6-2019,16:3:24,38.12,40.00
1102,20-6-2019,16:3:25,38.12,40.00
1103,20-6-2019,16:3:27,38.61,40.00
1104,20-6-2019,16:3:29,38.61,40.00
1105,20-6-2019,16:3:31,38.61,40.00
1106,20-6-2019,16:3:33,38.12,40.00
1107,20-6-2019,16:3:34,38.61,40.00
1108,20-6-2019,16:3:36,38.61,40.00
